epoch,loss,val_loss
0,0.6285201292484999,0.5808932383855184
1,0.5941633147497972,0.627579982082049
2,0.6411052296559016,0.5917850335439047
3,0.5862150235722462,0.5838944638768832
4,0.6072687307993571,0.5291331882278124
5,0.5809464926520983,0.5510167255997658
6,0.6225509538004795,0.559072844684124
7,0.6313236951828003,0.6427077104647955
8,0.625357065970699,0.6174402584632238
9,0.6232154363145431,0.5555410409967104
10,0.6126981228590012,0.5672378117839495
11,0.5995081632087628,0.5516539365053177
12,0.5890002126495043,0.5365401183565458
13,0.6300296888997158,0.5083264907201132
14,0.5808820370584726,0.5622025591631731
15,0.558187616057694,0.515314611295859
16,0.6011734797308842,0.46308193107446033
17,0.5725148661683003,0.500952402750651
18,0.5467854018012682,0.4284176950653394
19,0.5578652340918779,0.37467170755068463
20,0.554243016988039,0.4164145520577828
21,0.5718894979606072,0.39518515579402447
22,0.5552536379545927,0.39391878868142766
23,0.5878928558280071,0.39730214327573776
24,0.5464023960133394,0.30479637160897255
25,0.5716836582869291,0.35411613372464973
26,0.5877563692629337,0.42431142429510754
27,0.5749615548799435,0.33167817691961926
28,0.5251546613872051,0.2706579988201459
29,0.575105152092874,0.2897774502635002
30,0.5143147601435581,0.26860592421144247
31,0.5549376464138428,0.2414494420712193
32,0.5924982720365127,0.3075671388457219
33,0.5097918286919594,0.37624715889493626
34,0.5109584514672557,0.26589546849330264
35,0.5321565760920445,0.2874108723675211
36,0.5591675111403068,0.3265666676064332
37,0.5473828390240669,0.24855530758698782
38,0.5211860047032436,0.31529078508416813
39,0.5153257977217436,0.3743186667561531
40,0.50742340584596,0.3072876315563917
41,0.562633236249288,0.37065100980301696
42,0.5002273361509045,0.2578726433372746
43,0.5330736981704831,0.27413014384607476
44,0.5296357230593761,0.3380110605309407
45,0.5456202185402313,0.35313868150115013
46,0.5519299898296595,0.28311267122626305
47,0.4957720084736745,0.43237461522221565
48,0.5228748675435781,0.22247501773138842
49,0.5263880596806606,0.2967788403232892
50,0.5114678585280975,0.4516570617755254
51,0.5499217913796505,0.2581391427665949
52,0.5227021876101693,0.33394311865170795
53,0.5578115591779351,0.2486883687476317
54,0.5279718035211166,0.34741542922953766
55,0.5412818249315023,0.2972652055323124
56,0.5610145653287569,0.35019535074631375
57,0.5654330632338921,0.3521670425931613
58,0.558197807520628,0.2984551390012105
59,0.4943653593460719,0.30807945349564153
60,0.5249199038371444,0.23857474668572345
61,0.5510146052887043,0.2041616045171395
62,0.5431925716499487,0.21683760918676853
63,0.5593343370904525,0.3317874333200355
64,0.5155977625399828,0.28543304186314344
65,0.5405399464070797,0.5025087178995212
66,0.5256642556438843,0.31333053212923306
67,0.5203372134516636,0.3895006366074085
68,0.509089979963998,0.21581578658272824
69,0.5300110084936023,0.23205307001868883
70,0.537549943352739,0.26143529716258246
71,0.5451325895264745,0.22286592346305648
72,0.54894216482838,0.3154772271712621
73,0.5057136152560512,0.2883279162148635
74,0.5106577364106973,0.2406522830327352
75,0.5216144906977812,0.278269703189532
76,0.519195215155681,0.3991052992641926
77,0.5019314968958497,0.3557244688272476
78,0.594701581945022,0.2872989550232887
79,0.5498236070076624,0.3259040179351966
80,0.5486910796413819,0.2740172219152252
81,0.5215738716845711,0.2980459264169137
82,0.5136208288992444,0.2685012985020876
83,0.5283864829689264,0.33548065833747387
84,0.525008245681723,0.24134533976515135
85,0.5225044110169014,0.24819431399616101
86,0.5306025383373102,0.32586564123630524
87,0.551890034849445,0.37130338481316966
88,0.5176417206724485,0.2392730296899875
89,0.5333424809699258,0.21864495209107795
90,0.5152014928559462,0.368559497098128
91,0.4911619620397687,0.3132766028866172
92,0.5126212515557805,0.31710828375071287
93,0.5643741978953282,0.34442169157167274
94,0.5009234547615051,0.2928874772042036
95,0.4964108706141512,0.33459510157505673
96,0.49862032818297547,0.3720264248549938
97,0.4666545389530559,0.29563973487044376
98,0.5307238552098473,0.23084456690897545
99,0.5283859946454564,0.33245772992571193
100,0.5161335508649548,0.46728889147440594
101,0.5115748872049153,0.3344619485239188
102,0.5284676353136698,0.2578450369959076
103,0.5502750448261698,0.23781727502743402
104,0.5219049348185459,0.27758723000685376
105,0.567992813574771,0.2830171814809243
106,0.5369145252431432,0.24970159120857716
107,0.48907279254247743,0.25070281016329926
108,0.5206296543280283,0.25836691663910943
109,0.5544578072925409,0.30585947322348755
110,0.5376871687670549,0.40527551372845966
111,0.5088397792230049,0.2548061115667224
